"","weight","hindfoot_length","sex","species_id"
"2871",22,35,"F","DM"
"2872",51,34,"F","DM"
"2873",77,48,"M","DS"
"2874",114,51,"F","DS"
"2875",6,16,"F","PF"
"2876",45,36,"F","DM"
"2877",136,52,"M","DS"
"2878",42,37,"F","DM"
"2879",18,19,"M","PE"
"2880",9,16,"F","PF"
"2881",33,19,"F","OL"
"2882",50,36,"F","DM"
"2883",60,37,"M","DM"
"2884",81,49,"M","DS"
"2885",39,23,"M","OL"
"2886",151,53,"M","DS"
"2887",136,52,"M","DS"
"2888",12,19,"M","OT"
"2889",177,34,"M","NL"
"2890",30,36,"F","DM"
"2891",137,48,"F","DS"
"2892",6,16,"F","PF"
"2893",150,53,"M","DS"
"2894",7,16,"F","PF"
"2895",40,36,"M","DM"
"2896",39,35,"F","DM"
"2897",49,38,"M","DM"
"2898",39,35,"F","DM"
"2899",44,37,"M","DM"
"2900",137,53,"M","DS"
"2901",50,36,"M","DM"
"2902",43,38,"F","DM"
"2903",126,48,"F","DS"
"2904",47,39,"F","DO"
"2905",120,53,"F","DS"
"2906",4,15,"F","PF"
"2907",100,48,"M","DS"
"2908",140,50,"F","DS"
"2909",104,47,"F","DS"
"2910",23,20,"F","PM"
"2911",53,37,"F","DM"
"2912",20,22,"M","PM"
"2913",101,47,"M","DS"
"2914",5,15,"F","PF"
"2915",69,46,"M","DS"
"2916",100,49,"M","DS"
"2917",55,29,"M","NL"
"2918",121,49,"M","DS"
"2919",50,36,"M","DM"
"2920",98,50,"M","DS"
"2921",90,47,"F","DS"
"2922",40,35,"M","DM"
"2923",42,36,"M","DM"
"2924",40,36,"M","DO"
"2925",7,14,"M","PF"
"2926",41,21,"M","OL"
"2927",60,35,"M","DM"
"2928",21,20,"M","PE"
"2929",53,37,"M","DM"
"2930",18,20,"F","PE"
"2931",44,35,"F","DM"
"2932",18,19,"M","PE"
"2933",12,21,"F","PP"
"2934",120,47,"M","DS"
"2935",45,37,"F","DM"
"2936",251,33,"F","NL"
"2937",94,51,"M","DS"
"2938",25,20,"F","PM"
"2939",42,34,"F","DM"
"2940",129,49,"M","DS"
"2941",15,17,"F","RM"
"2942",31,36,"F","DM"
"2943",29,35,"M","DM"
"2944",43,37,"M","DM"
"2945",46,37,"M","DM"
"2946",122,52,"M","DS"
"2947",136,51,"M","DS"
"2948",41,36,"M","DM"
"2949",56,37,"F","DM"
"2950",42,36,"F","DM"
"2951",151,50,"F","DS"
"2952",134,52,"F","DS"
"2953",161,52,"F","DS"
"2954",56,32,"F","NL"
"2955",142,48,"M","DS"
"2956",31,33,"M","DM"
"2957",120,50,"F","DS"
"2958",46,37,"F","DM"
"2959",47,34,"F","DO"
"2960",44,36,"F","DM"
"2961",95,48,"M","DS"
"2962",38,21,"F","OT"
"2963",45,35,"F","DM"
"2964",43,36,"M","DM"
"2965",208,33,"F","NL"
"2966",46,35,"M","DM"
"2967",135,48,"M","DS"
"2968",58,35,"F","DO"
"2969",50,37,"M","DM"
"2970",46,36,"M","DM"
"2971",45,36,"M","DM"
"2972",46,35,"M","DM"
"2973",38,35,"F","DM"
"2974",41,35,"F","DM"
"2975",26,21,"F","OT"
"2976",48,36,"M","DO"
"2977",47,34,"F","DM"
"2978",48,36,"M","DM"
"2979",45,36,"M","DM"
"2980",60,36,"F","DO"
"2981",120,50,"F","DS"
"2982",42,34,"F","DM"
"2983",56,34,"F","DO"
"2984",119,48,"M","DS"
"2985",108,49,"F","DS"
"2986",44,36,"F","DM"
"2987",41,35,"M","DM"
"2988",46,35,"M","DM"
"2989",101,49,"M","DS"
"2990",48,37,"M","DM"
"2991",96,51,"F","DS"
"2992",30,21,"M","OL"
"2993",39,36,"F","DM"
"2994",133,48,"M","DS"
"2995",47,37,"M","DM"
"2996",144,49,"M","DS"
"2997",41,36,"F","DM"
"2998",146,54,"M","DS"
"2999",74,51,"M","DS"
"3000",7,15,"M","PF"
"3001",136,57,"F","DS"
"3002",17,32,"M","DM"
"3003",17,33,"F","DM"
"3004",48,36,"M","DM"
"3005",41,34,"F","DM"
"3006",52,37,"M","DO"
"3007",7,15,"M","PF"
"3008",47,36,"F","DM"
"3009",52,35,"F","DO"
"3010",133,54,"F","DS"
"3011",135,49,"M","DS"
"3012",6,14,"M","PF"
"3013",48,34,"M","DO"
"3014",96,47,"M","DS"
"3015",82,50,"F","DS"
"3016",21,33,"F","DO"
"3017",123,50,"F","DS"
"3018",8,14,"F","PF"
"3019",148,52,"M","DS"
"3020",35,35,"F","DM"
"3021",63,38,"F","DO"
"3022",55,36,"F","DO"
"3023",119,50,"F","DS"
"3024",132,50,"M","DS"
"3025",41,37,"F","DM"
"3026",7,14,"M","PF"
"3027",137,51,"M","DS"
"3028",46,36,"M","DM"
"3029",152,53,"M","DS"
"3030",95,49,"F","DS"
"3031",71,48,"F","DS"
"3032",130,48,"F","DS"
"3033",44,37,"M","DM"
"3034",45,37,"M","DM"
"3035",9,14,"F","PF"
"3036",48,37,"M","DM"
"3037",50,35,"F","DM"
"3038",46,37,"M","DM"
"3039",103,49,"M","DS"
"3040",20,21,"M","PM"
"3041",48,38,"M","DM"
"3042",41,34,"F","DM"
"3043",53,36,"M","DM"
"3044",6,11,"M","PF"
"3045",133,54,"M","DS"
"3046",46,36,"F","DM"
"3047",38,35,"F","DM"
"3048",52,36,"F","DO"
"3049",87,32,"M","NL"
"3050",51,37,"F","DO"
"3051",103,49,"M","DS"
"3052",128,53,"F","DS"
"3053",62,47,"F","DS"
"3054",64,46,"F","DS"
"3055",47,36,"M","DO"
"3056",49,36,"F","DM"
"3057",91,34,"M","NL"
"3058",143,53,"M","DS"
"3059",30,21,"M","OL"
"3060",10,21,"F","PP"
"3061",140,55,"F","DS"
"3062",33,37,"F","DO"
"3063",148,53,"M","DS"
"3064",78,52,"M","DS"
"3065",24,35,"M","DM"
"3066",52,37,"M","DO"
"3067",38,34,"M","DM"
"3068",25,35,"M","DO"
"3069",121,50,"F","DS"
"3070",128,55,"M","DS"
"3071",90,50,"F","DS"
"3072",11,21,"M","PP"
"3073",6,15,"M","PF"
"3074",7,15,"M","PF"
"3075",15,22,"F","PP"
"3076",159,53,"M","DS"
"3077",12,18,"F","RM"
"3078",15,19,"M","OT"
"3079",36,22,"F","OL"
"3080",97,48,"F","DS"
"3081",138,51,"M","DS"
"3082",85,31,"F","NL"
"3083",48,37,"M","DM"
"3084",101,54,"M","DS"
"3085",43,36,"F","DM"
"3086",20,22,"F","PM"
"3087",100,52,"F","DS"
"3088",46,38,"M","DM"
"3089",39,35,"F","DM"
"3090",128,52,"F","DS"
"3091",42,37,"F","DM"
"3092",36,35,"M","DM"
"3093",44,36,"M","DM"
"3094",44,37,"F","DM"
"3095",26,34,"F","DM"
"3096",23,20,"F","PE"
"3097",119,47,"M","DS"
"3098",42,37,"F","DM"
"3099",36,37,"M","DM"
"3100",105,32,"F","NL"
"3101",40,36,"F","DM"
"3102",45,39,"M","DM"
"3103",53,37,"M","DM"
"3104",18,22,"F","PP"
"3105",21,21,"M","PE"
"3106",136,33,"M","NL"
"3107",7,16,"F","PF"
"3108",33,34,"F","DM"
"3109",22,36,"F","DM"
"3110",45,36,"F","DM"
"3111",138,53,"M","DS"
"3112",67,49,"F","DS"
"3113",141,52,"F","DS"
"3114",157,52,"F","DS"
"3115",27,20,"F","OT"
"3116",144,53,"M","DS"
"3117",133,52,"F","DS"
"3118",74,47,"M","DS"
"3119",46,37,"F","DM"
"3120",27,21,"F","OT"
"3121",123,32,"M","NL"
"3122",12,16,"M","RM"
"3123",136,53,"M","DS"
"3124",123,51,"M","DS"
"3125",132,52,"F","DS"
"3126",38,35,"F","DO"
"3127",114,52,"M","DS"
"3128",22,35,"M","DM"
"3129",61,36,"M","DM"
"3130",47,37,"F","DM"
"3131",37,35,"M","DM"
"3132",43,37,"F","DM"
"3133",50,37,"F","DO"
"3134",45,37,"M","DM"
"3135",46,37,"M","DM"
"3136",11,20,"M","PP"
"3137",48,37,"M","DM"
"3138",126,31,"F","NL"
"3139",39,38,"M","DM"
"3140",52,37,"M","DM"
"3141",50,36,"F","DM"
"3142",44,36,"M","DM"
"3143",41,34,"F","DO"
"3144",44,37,"M","DM"
"3145",48,37,"F","DM"
"3146",47,34,"F","DM"
"3147",120,48,"M","DS"
"3148",44,36,"F","DM"
"3149",31,34,"F","DM"
"3150",47,37,"F","DM"
"3151",137,34,"M","NL"
"3152",144,52,"M","DS"
"3153",46,35,"M","DM"
"3154",18,21,"F","PP"
"3155",141,51,"M","DS"
"3156",146,52,"M","DS"
"3157",125,32,"M","NL"
"3158",25,20,"M","OT"
"3159",141,53,"M","DS"
"3160",89,48,"F","DS"
"3161",96,49,"M","DS"
"3162",53,36,"F","DO"
"3163",34,35,"M","DM"
"3164",46,34,"F","DM"
"3165",35,36,"M","DO"
"3166",6,16,"M","PF"
"3167",26,35,"F","DM"
"3168",109,47,"M","DS"
"3169",58,37,"M","DM"
"3170",49,36,"F","DO"
"3171",38,37,"M","DM"
"3172",40,35,"F","DM"
"3173",23,22,"M","PM"
"3174",48,37,"M","DM"
"3175",85,46,"M","DS"
"3176",45,36,"M","DM"
"3177",144,53,"F","DS"
"3178",33,34,"F","DO"
"3179",31,36,"M","DM"
"3180",50,37,"M","DM"
"3181",49,35,"M","DM"
"3182",135,52,"M","DS"
"3183",6,15,"F","PF"
"3184",5,13,"F","PF"
"3185",84,51,"M","DS"
"3186",8,15,"M","PF"
"3187",7,15,"M","PF"
"3188",8,15,"F","PF"
"3189",27,34,"F","DM"
"3190",130,51,"F","DS"
"3191",123,47,"F","DS"
"3192",48,36,"M","DO"
"3193",130,30,"F","NL"
"3194",95,49,"M","DS"
"3195",131,52,"F","DS"
"3196",90,50,"F","DS"
"3197",133,52,"M","DS"
"3198",47,35,"F","DM"
"3199",86,51,"F","DS"
"3200",44,34,"M","DM"
"3201",122,49,"F","DS"
"3202",76,31,"F","NL"
"3203",43,35,"F","DM"
"3204",51,36,"F","DO"
"3205",28,36,"F","DM"
"3206",85,50,"M","DS"
"3207",48,36,"F","DM"
"3208",45,37,"M","DM"
"3209",93,47,"F","DS"
"3210",47,37,"M","DM"
"3211",45,37,"M","DM"
"3212",6,16,"M","PF"
"3213",54,37,"F","DM"
"3214",99,54,"M","DS"
"3215",41,33,"F","DM"
"3216",174,33,"M","NL"
"3217",45,37,"M","DM"
"3218",114,49,"M","DS"
"3219",18,21,"F","OT"
"3220",8,17,"M","PF"
"3221",39,21,"M","OL"
"3222",73,51,"M","DS"
"3223",135,50,"F","DS"
"3224",92,52,"M","DS"
"3225",47,34,"M","DM"
"3226",128,48,"F","DS"
"3227",101,52,"M","DS"
"3228",37,37,"F","DM"
"3229",46,37,"M","DM"
"3230",100,54,"M","DS"
"3231",31,19,"F","OL"
"3232",57,38,"F","DO"
"3233",100,48,"F","DS"
"3234",42,35,"F","DM"
"3235",175,34,"M","NL"
"3236",45,37,"M","DM"
"3237",18,21,"F","PP"
"3238",15,19,"F","PP"
"3239",29,20,"M","OT"
"3240",53,39,"M","DM"
"3241",39,37,"M","DM"
"3242",46,36,"F","DM"
"3243",15,19,"F","OT"
"3244",32,35,"F","DM"
"3245",41,37,"M","DM"
"3246",125,48,"M","DS"
"3247",144,52,"M","DS"
"3248",36,21,"F","OT"
"3249",61,36,"F","DO"
"3250",44,35,"M","DM"
"3251",45,38,"M","DM"
"3252",56,36,"M","DM"
"3253",43,35,"F","DM"
"3254",44,34,"F","DM"
"3255",42,34,"F","DM"
"3256",129,49,"M","DS"
"3257",10,22,"F","PP"
"3258",11,22,"F","PP"
"3259",44,36,"M","DM"
"3260",54,36,"F","DM"
"3261",148,49,"M","DS"
"3262",11,22,"M","PP"
"3263",36,36,"M","DM"
"3264",46,36,"F","DM"
"3265",29,35,"M","DO"
"3266",22,20,"F","OL"
"3267",6,15,"F","PF"
"3268",51,36,"F","DO"
"3269",41,37,"M","DM"
"3270",58,36,"M","DM"
"3271",44,36,"F","DM"
"3272",162,33,"F","NL"
"3273",45,36,"F","DM"
"3274",44,37,"M","DM"
"3275",117,49,"F","DS"
"3276",59,37,"F","DO"
"3277",112,52,"F","DS"
"3278",47,37,"F","DM"
"3279",46,38,"M","DM"
"3280",131,49,"M","DS"
"3281",137,52,"F","DS"
"3282",19,33,"M","DM"
"3283",158,52,"F","DS"
"3284",27,36,"M","DM"
"3285",145,54,"M","DS"
"3286",54,37,"F","DO"
"3287",33,36,"F","DM"
"3288",21,35,"M","DM"
"3289",53,37,"F","DO"
"3290",47,37,"M","DM"
"3291",16,23,"M","PP"
"3292",141,51,"M","DS"
"3293",172,32,"F","NL"
"3294",53,35,"M","DO"
"3295",42,36,"M","DM"
"3296",46,35,"F","DM"
"3297",46,34,"F","DM"
"3298",51,37,"M","DO"
"3299",42,36,"F","DM"
"3300",37,35,"M","DM"
"3301",126,50,"M","DS"
"3302",47,36,"F","DM"
"3303",119,52,"M","DS"
"3304",53,38,"M","DM"
"3305",173,31,"M","NL"
"3306",9,16,"M","PF"
"3307",49,36,"M","DM"
"3308",49,38,"M","DM"
"3309",123,49,"M","DS"
"3310",156,31,"M","NL"
"3311",23,21,"M","OT"
"3312",56,34,"M","DO"
"3313",42,37,"M","DM"
"3314",44,38,"F","DM"
"3315",146,52,"M","DS"
"3316",47,38,"M","DM"
"3317",57,37,"F","DO"
"3318",14,21,"M","PE"
"3319",50,37,"F","DM"
"3320",45,37,"M","DM"
"3321",43,38,"M","DM"
"3322",46,37,"M","DM"
"3323",156,52,"F","DS"
"3324",37,21,"F","OT"
"3325",145,52,"F","DS"
"3326",47,38,"M","DM"
"3327",57,36,"F","DM"
"3328",32,34,"M","DM"
"3329",27,36,"M","DM"
"3330",23,22,"F","OL"
"3331",20,21,"M","OT"
"3332",165,32,"F","NL"
"3333",21,19,"F","OL"
"3334",51,38,"M","DM"
"3335",48,37,"F","DM"
"3336",24,22,"F","OT"
"3337",185,32,"F","NL"
"3338",155,31,"M","NL"
"3339",145,49,"F","DS"
"3340",42,36,"F","DM"
"3341",58,39,"M","DM"
"3342",47,37,"M","DM"
"3343",140,49,"M","DS"
"3344",44,37,"F","DM"
"3345",52,37,"M","DM"
"3346",160,32,"F","NL"
"3347",16,19,"M","PE"
"3348",16,20,"M","PE"
"3349",30,23,"M","OT"
"3350",48,36,"M","DM"
"3351",144,52,"M","DS"
"3352",42,36,"F","DM"
"3353",38,36,"M","DM"
"3354",22,22,"F","OT"
"3355",20,22,"M","PE"
"3356",146,52,"F","DS"
"3357",151,52,"F","DS"
"3358",208,34,"M","NL"
"3359",14,19,"M","RM"
"3360",125,52,"F","DS"
"3361",62,37,"F","DO"
"3362",153,52,"M","DS"
"3363",152,54,"M","DS"
"3364",137,50,"F","DS"
"3365",155,53,"M","DS"
"3366",21,21,"M","OL"
"3367",49,37,"M","DM"
"3368",19,20,"M","PE"
"3369",46,37,"M","DM"
"3370",24,20,"M","OL"
"3371",235,34,"M","NL"
"3372",47,36,"F","DM"
"3373",20,21,"M","PE"
"3374",48,37,"M","DM"
"3375",41,36,"F","DM"
"3376",24,21,"F","OL"
"3377",39,39,"M","DM"
"3378",43,36,"F","DM"
"3379",43,39,"M","DM"
"3380",42,36,"F","DM"
"3381",27,36,"M","DM"
"3382",25,36,"F","DM"
"3383",137,51,"F","DS"
"3384",26,21,"M","OL"
"3385",26,36,"F","DM"
"3386",19,21,"M","OT"
"3387",44,36,"M","DM"
"3388",18,19,"M","PM"
"3389",24,21,"F","PE"
"3390",44,37,"F","DM"
"3391",15,21,"M","OT"
"3392",17,21,"M","PE"
"3393",18,19,"F","OL"
"3394",19,21,"F","OT"
"3395",19,19,"F","OL"
"3396",43,37,"F","DM"
"3397",165,34,"F","NL"
"3398",25,21,"F","OT"
"3399",22,34,"F","DM"
"3400",24,19,"M","OT"
"3401",51,39,"M","DM"
"3402",112,49,"F","DS"
"3403",46,36,"M","DM"
"3404",25,21,"M","OL"
"3405",162,34,"M","NL"
"3406",19,20,"M","OT"
"3407",24,20,"F","OT"
"3408",19,20,"M","PE"
"3409",49,36,"F","DM"
"3410",45,36,"F","DM"
"3411",135,49,"M","DS"
"3412",54,39,"F","DM"
"3413",157,33,"F","NL"
"3414",6,16,"F","PF"
"3415",8,16,"F","PF"
"3416",40,38,"F","DM"
"3417",39,38,"M","DM"
"3418",158,51,"F","DS"
"3419",28,22,"F","OL"
"3420",42,36,"F","DM"
"3421",40,37,"M","DM"
"3422",45,38,"M","DM"
"3423",49,39,"M","DM"
"3424",138,51,"M","DS"
"3425",177,35,"M","NL"
"3426",43,35,"F","DM"
"3427",17,23,"M","PP"
"3428",54,37,"F","DO"
"3429",21,20,"F","OT"
"3430",195,34,"M","NL"
"3431",42,34,"M","DM"
"3432",9,15,"F","PF"
"3433",59,38,"F","DO"
"3434",78,49,"M","DS"
"3435",14,24,"M","PP"
"3436",125,52,"F","DS"
"3437",43,38,"F","DO"
"3438",172,54,"F","DS"
"3439",187,34,"M","NL"
"3440",145,54,"M","DS"
"3441",47,37,"M","DM"
"3442",38,37,"F","DM"
"3443",51,38,"M","DM"
"3444",49,38,"M","DM"
"3445",165,53,"M","DS"
"3446",22,22,"M","OT"
"3447",136,51,"F","DS"
"3448",22,21,"F","OT"
"3449",20,22,"M","PE"
"3450",35,22,"F","OT"
"3451",38,37,"F","DM"
"3452",23,35,"F","DM"
"3453",50,36,"F","DM"
"3454",139,48,"M","DS"
"3455",10,18,"M","RM"
"3456",21,21,"F","PE"
"3457",8,16,"M","PF"
"3458",45,38,"M","DM"
"3459",10,19,"M","PE"
"3460",24,21,"M","OT"
"3461",46,36,"F","DM"
"3462",161,52,"M","DS"
"3463",44,37,"F","DM"
"3464",50,36,"F","DM"
"3465",44,37,"M","DM"
"3466",27,21,"M","OT"
"3467",146,52,"F","DS"
"3468",49,38,"M","DM"
"3469",154,51,"F","DS"
"3470",31,22,"M","OT"
"3471",19,22,"M","PE"
"3472",169,33,"F","NL"
"3473",26,22,"F","OL"
"3474",56,39,"M","DM"
"3475",220,33,"M","NL"
"3476",54,37,"M","DM"
"3477",24,21,"M","PM"
"3478",24,21,"M","OL"
"3479",35,37,"F","DM"
"3480",24,22,"F","OL"
"3481",151,47,"F","DS"
"3482",54,38,"F","DM"
"3483",170,52,"M","DS"
"3484",26,21,"F","OT"
"3485",49,38,"M","DM"
"3486",166,52,"F","DS"
"3487",22,22,"F","OT"
"3488",48,37,"M","DM"
"3489",48,36,"M","DM"
"3490",24,21,"F","PM"
"3491",10,17,"M","RM"
"3492",44,37,"M","DM"
"3493",11,17,"F","RM"
"3494",144,49,"M","DS"
"3495",51,38,"M","DM"
"3496",41,22,"M","OL"
"3497",55,39,"M","DM"
"3498",51,37,"M","DM"
"3499",23,21,"M","OT"
"3500",52,38,"M","DM"
"3501",22,20,"F","OT"
"3502",6,16,"F","PF"
"3503",43,37,"M","DM"
"3504",44,36,"M","DM"
"3505",186,33,"F","NL"
"3506",142,51,"F","DS"
"3507",104,52,"M","DS"
"3508",141,49,"F","DS"
"3509",34,36,"M","DM"
"3510",9,17,"F","RM"
"3511",32,37,"M","DM"
"3512",49,36,"F","DO"
"3513",52,36,"M","DO"
"3514",47,36,"M","DM"
"3515",54,36,"M","DM"
"3516",22,35,"F","DM"
"3517",21,36,"F","DM"
"3518",59,37,"F","DO"
"3519",194,33,"M","NL"
"3520",139,53,"F","DS"
"3521",58,38,"M","DO"
"3522",36,36,"F","DM"
"3523",47,36,"F","DM"
"3524",161,52,"M","DS"
"3525",47,36,"F","DM"
"3526",192,34,"M","NL"
"3527",34,21,"M","OL"
"3528",36,37,"F","DM"
"3529",49,36,"M","DM"
"3530",142,53,"M","DS"
"3531",8,17,"F","PF"
"3532",38,37,"F","DM"
"3533",129,50,"M","DS"
"3534",39,37,"F","DM"
"3535",7,16,"M","PF"
"3536",26,20,"F","OL"
"3537",70,37,"F","DO"
"3538",9,16,"F","RM"
"3539",44,37,"M","DM"
"3540",144,55,"M","DS"
"3541",45,36,"F","DM"
"3542",7,17,"M","PF"
"3543",51,39,"M","DM"
"3544",43,37,"M","DM"
"3545",44,37,"M","DM"
"3546",19,19,"M","PE"
"3547",42,37,"M","DM"
"3548",50,37,"F","DM"
"3549",19,21,"M","PE"
"3550",139,47,"M","DS"
"3551",19,21,"F","PE"
"3552",43,36,"M","DM"
"3553",137,52,"M","DS"
"3554",147,51,"M","DS"
"3555",23,23,"F","PE"
"3556",8,18,"M","PF"
"3557",10,17,"F","RM"
"3558",10,21,"F","PM"
"3559",124,51,"F","DS"
"3560",16,22,"F","PE"
"3561",44,37,"M","DM"
"3562",7,15,"F","PF"
"3563",10,17,"F","RM"
"3564",9,18,"M","RM"
"3565",18,23,"F","PE"
"3566",40,37,"F","DM"
"3567",10,17,"M","RM"
"3568",137,49,"M","DS"
"3569",11,17,"F","RM"
"3570",14,19,"F","RM"
"3571",20,22,"F","PE"
"3572",162,49,"F","DS"
"3573",24,34,"F","DM"
"3574",8,16,"M","PF"
"3575",150,52,"M","DS"
"3576",9,16,"M","RM"
"3577",37,36,"F","DM"
"3578",12,18,"F","RM"
"3579",212,35,"F","NL"
"3580",23,22,"M","PE"
"3581",9,22,"F","PM"
"3582",39,36,"M","DM"
"3583",117,49,"F","DS"
"3584",22,36,"F","DM"
"3585",7,17,"F","PF"
"3586",22,23,"M","PM"
"3587",9,16,"F","RM"
"3588",24,22,"F","PE"
"3589",83,31,"M","NL"
"3590",134,33,"F","NL"
"3591",37,36,"M","DM"
"3592",39,36,"F","DM"
"3593",110,49,"F","DS"
"3594",40,36,"F","DM"
"3595",8,17,"M","RM"
"3596",54,38,"M","DM"
"3597",34,33,"M","DM"
"3598",110,49,"M","DS"
"3599",157,34,"M","NL"
"3600",26,35,"M","DM"
"3601",38,36,"M","DO"
"3602",23,22,"F","PE"
"3603",49,38,"M","DM"
"3604",7,15,"F","PF"
"3605",23,21,"F","PE"
"3606",180,33,"M","NL"
"3607",45,37,"M","DM"
"3608",7,17,"M","PF"
"3609",38,23,"M","OL"
"3610",25,33,"M","DM"
"3611",21,21,"M","PE"
"3612",135,49,"M","DS"
"3613",34,33,"F","DM"
"3614",14,17,"F","RM"
"3615",140,50,"F","DS"
"3616",140,53,"M","DS"
"3617",46,36,"M","DM"
"3618",43,37,"F","DM"
"3619",27,22,"M","OT"
"3620",21,19,"M","PE"
"3621",45,36,"M","DM"
"3622",50,38,"M","DM"
"3623",49,34,"M","DO"
"3624",23,21,"M","OT"
"3625",38,36,"F","DO"
"3626",153,51,"F","DS"
"3627",44,34,"F","DM"
"3628",47,37,"F","DM"
"3629",45,36,"M","DM"
"3630",49,37,"F","DO"
"3631",42,34,"F","DM"
"3632",11,16,"F","RM"
"3633",193,33,"F","NL"
"3634",10,17,"F","RM"
"3635",163,34,"F","NL"
"3636",78,49,"F","DS"
"3637",6,15,"M","PF"
"3638",49,36,"M","DM"
"3639",45,35,"M","DM"
"3640",117,52,"M","DS"
"3641",49,35,"F","DM"
"3642",124,49,"F","DS"
"3643",168,52,"M","DS"
"3644",160,53,"M","DS"
"3645",83,50,"M","DS"
"3646",24,20,"M","PM"
"3647",40,36,"M","DM"
"3648",9,16,"M","RM"
"3649",61,37,"F","DO"
"3650",25,20,"F","PE"
"3651",38,37,"F","DO"
"3652",51,37,"M","DM"
"3653",15,16,"F","RM"
"3654",51,36,"F","DM"
"3655",21,19,"F","PE"
"3656",56,38,"M","DM"
"3657",42,35,"M","DM"
"3658",27,21,"F","OL"
"3659",16,16,"F","RM"
"3660",55,36,"F","DO"
"3661",11,17,"F","RM"
"3662",34,36,"M","DM"
"3663",24,18,"M","PE"
"3664",38,37,"F","DM"
"3665",53,36,"M","DM"
"3666",152,35,"M","NL"
"3667",25,19,"M","PE"
"3668",155,52,"M","DS"
"3669",47,37,"M","DM"
"3670",48,36,"M","DM"
"3671",22,20,"M","PE"
"3672",220,32,"F","NL"
"3673",7,15,"M","PF"
"3674",33,35,"M","DM"
"3675",38,37,"M","DO"
"3676",42,34,"M","DO"
"3677",48,37,"F","DO"
"3678",44,35,"F","DM"
"3679",48,38,"M","DM"
"3680",9,16,"M","RM"
"3681",8,16,"F","RM"
"3682",22,19,"F","PE"
"3683",149,49,"F","DS"
"3684",24,21,"M","PM"
"3685",120,51,"F","DS"
"3686",13,18,"F","RM"
"3687",168,34,"M","NL"
"3688",48,38,"M","DM"
"3689",44,38,"F","DM"
"3690",46,37,"F","DM"
"3691",7,15,"M","RM"
"3692",21,20,"F","PE"
"3693",51,36,"M","DM"
"3694",30,33,"F","DM"
"3695",11,16,"M","RM"
"3696",12,17,"M","RM"
"3697",133,51,"M","DS"
"3698",44,35,"F","DO"
"3699",151,51,"F","DS"
"3700",20,19,"M","PM"
"3701",44,38,"M","DM"
"3702",19,20,"F","PM"
"3703",48,37,"M","DM"
"3704",39,36,"M","DM"
"3705",45,37,"M","DO"
"3706",10,17,"M","RM"
"3707",14,17,"F","RM"
"3708",190,51,"F","DS"
"3709",11,14,"M","RM"
"3710",10,16,"M","RM"
"3711",27,35,"F","DM"
"3712",33,34,"M","DM"
"3713",39,36,"F","DM"
"3714",6,16,"M","PF"
"3715",38,37,"F","DM"
"3716",58,35,"F","DO"
"3717",25,19,"M","OT"
"3718",46,36,"M","DM"
"3719",23,20,"M","PE"
"3720",42,34,"M","DO"
"3721",41,34,"M","DM"
"3722",56,36,"F","DM"
"3723",25,21,"F","OT"
"3724",24,20,"F","OT"
"3725",38,35,"F","DM"
"3726",10,16,"F","RM"
"3727",45,34,"M","DM"
"3728",195,32,"F","NL"
"3729",50,37,"M","DM"
"3730",30,19,"F","PE"
"3731",89,48,"F","DS"
"3732",23,21,"M","OT"
"3733",18,21,"F","PE"
"3734",35,35,"F","DM"
"3735",42,21,"M","OL"
"3736",194,32,"F","NL"
"3737",56,36,"M","DM"
"3738",44,36,"M","DM"
"3739",23,19,"M","PE"
"3740",7,14,"M","PF"
"3741",24,18,"M","PE"
"3742",82,52,"M","DS"
"3743",54,36,"F","DM"
"3744",38,36,"M","DM"
"3745",40,37,"M","DM"
"3746",38,34,"F","DM"
"3747",42,35,"F","DM"
"3748",44,35,"M","DM"
"3749",41,37,"M","DM"
"3750",7,15,"F","PF"
"3751",8,15,"M","PF"
"3752",42,21,"M","OL"
"3753",49,37,"M","DM"
"3754",22,20,"M","PE"
"3755",13,16,"F","RM"
"3756",126,50,"F","DS"
"3757",43,20,"F","OL"
"3758",11,15,"F","PF"
"3759",165,32,"F","NL"
"3760",7,15,"F","PF"
"3761",23,20,"M","PE"
"3762",56,37,"M","DM"
"3763",134,50,"M","DS"
"3764",24,19,"M","OT"
"3765",44,21,"M","OL"
"3766",12,16,"F","RM"
"3767",41,35,"F","DM"
"3768",40,22,"M","OL"
"3769",46,36,"F","DM"
"3770",30,19,"M","OL"
"3771",10,17,"M","RM"
"3772",11,16,"M","RM"
"3773",36,36,"M","DM"
"3774",52,36,"F","DM"
"3775",37,37,"F","DM"
"3776",51,37,"M","DM"
"3777",54,36,"M","DM"
"3778",22,20,"M","PE"
"3779",29,21,"F","PE"
"3780",46,37,"M","DM"
"3781",22,20,"M","PE"
"3782",150,49,"M","DS"
"3783",9,15,"F","RM"
"3784",9,16,"M","RM"
"3785",23,21,"M","PM"
"3786",6,14,"F","PF"
"3787",43,37,"F","DM"
"3788",38,37,"M","DM"
"3789",46,37,"M","DO"
"3790",38,36,"F","DM"
"3791",122,49,"F","DS"
"3792",226,32,"F","NL"
"3793",22,18,"M","PE"
"3794",32,36,"F","DM"
"3795",130,48,"M","DS"
"3796",13,16,"F","RM"
"3797",21,20,"F","PE"
"3798",100,32,"M","NL"
"3799",22,20,"M","PE"
"3800",4,14,"F","PF"
"3801",135,52,"M","DS"
